<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,1,20230307,202600,22323.0100000,22338.9900000,22318.9700000,22326.9900000,9
GDAX.BTC-USD,1,20230307,202700,22329.8000000,22347.4800000,22326.9800000,22344.8500000,4
GDAX.BTC-USD,1,20230307,202800,22345.7800000,22362.8000000,22344.4300000,22348.7800000,14
GDAX.BTC-USD,1,20230307,202900,22351.7500000,22351.7500000,22324.2700000,22326.5300000,6
GDAX.BTC-USD,1,20230307,203000,22328.3100000,22336.9500000,22319.5800000,22323.5000000,10
GDAX.BTC-USD,1,20230307,203100,22323.1900000,22336.9200000,22320.0500000,22329.5200000,5
GDAX.BTC-USD,1,20230307,203200,22329.4500000,22339.0900000,22325.7700000,22333.9800000,14
GDAX.BTC-USD,1,20230307,203300,22333.9800000,22348.2700000,22325.8500000,22335.1000000,11
GDAX.BTC-USD,1,20230307,203400,22335.4100000,22346.3900000,22333.5600000,22339.2600000,3
GDAX.BTC-USD,1,20230307,203500,22338.9500000,22345.5800000,22332.6700000,22335.4000000,11
GDAX.BTC-USD,1,20230307,203600,22336.0300000,22343.7600000,22324.0500000,22324.0500000,9
GDAX.BTC-USD,1,20230307,203700,22324.3800000,22336.8800000,22315.1800000,22332.6500000,11
GDAX.BTC-USD,1,20230307,203800,22332.6000000,22336.8800000,22328.1900000,22329.9500000,4
GDAX.BTC-USD,1,20230307,203900,22328.2100000,22330.3500000,22308.3400000,22309.8800000,8
GDAX.BTC-USD,1,20230307,204000,22308.8000000,22317.9100000,22304.8300000,22309.3200000,9
GDAX.BTC-USD,1,20230307,204100,22310.6700000,22312.5400000,22302.8900000,22310.9800000,10
GDAX.BTC-USD,1,20230307,204200,22311.0000000,22311.0000000,22284.9900000,22293.3400000,14
GDAX.BTC-USD,1,20230307,204300,22293.3400000,22303.0700000,22289.1700000,22296.4300000,4
GDAX.BTC-USD,1,20230307,204400,22296.4100000,22310.3800000,22295.7300000,22310.3500000,6
GDAX.BTC-USD,1,20230307,204500,22310.3500000,22322.5300000,22310.3500000,22314.7900000,5
GDAX.BTC-USD,1,20230307,204600,22315.1000000,22335.5800000,22310.9800000,22329.7400000,4
GDAX.BTC-USD,1,20230307,204700,22330.8200000,22332.2800000,22317.5600000,22327.2000000,4
GDAX.BTC-USD,1,20230307,204800,22327.2000000,22327.2000000,22319.1500000,22322.8900000,7
GDAX.BTC-USD,1,20230307,204900,22322.8800000,22322.8800000,22312.8400000,22320.4800000,5
GDAX.BTC-USD,1,20230307,205000,22320.4900000,22335.8400000,22310.0200000,22328.6200000,6
GDAX.BTC-USD,1,20230307,205100,22328.6100000,22356.4100000,22320.3200000,22351.8300000,20
GDAX.BTC-USD,1,20230307,205200,22351.4300000,22353.3600000,22339.5500000,22348.8800000,11
GDAX.BTC-USD,1,20230307,205300,22348.8800000,22348.8800000,22326.8700000,22333.0300000,18
GDAX.BTC-USD,1,20230307,205400,22332.7000000,22332.7000000,22316.9400000,22320.6800000,5
GDAX.BTC-USD,1,20230307,205500,22322.9600000,22322.9600000,22307.4900000,22309.3200000,8
GDAX.BTC-USD,1,20230307,205600,22310.7300000,22317.2500000,22308.2200000,22313.4800000,11
GDAX.BTC-USD,1,20230307,205700,22313.4800000,22324.1700000,22313.1900000,22319.7000000,5
GDAX.BTC-USD,1,20230307,205800,22321.0400000,22323.1500000,22310.8700000,22312.5900000,3
GDAX.BTC-USD,1,20230307,205900,22312.5900000,22316.7800000,22307.3400000,22314.6300000,10
GDAX.BTC-USD,1,20230307,210000,22315.2000000,22316.6500000,22305.3700000,22308.2600000,10
GDAX.BTC-USD,1,20230307,210100,22308.5800000,22311.3900000,22303.3700000,22306.2300000,9
GDAX.BTC-USD,1,20230307,210200,22306.2300000,22325.5100000,22304.4200000,22312.1200000,16
GDAX.BTC-USD,1,20230307,210300,22312.1100000,22329.0500000,22312.0600000,22323.6100000,7
GDAX.BTC-USD,1,20230307,210400,22324.6200000,22331.0200000,22316.0900000,22319.5800000,8
GDAX.BTC-USD,1,20230307,210500,22319.0000000,22325.1300000,22306.0600000,22306.0600000,9
GDAX.BTC-USD,1,20230307,210600,22305.7200000,22308.2400000,22293.5500000,22293.5900000,11
GDAX.BTC-USD,1,20230307,210700,22296.0900000,22301.7400000,22289.3600000,22289.3600000,9
GDAX.BTC-USD,1,20230307,210800,22291.3100000,22295.0000000,22286.3400000,22286.3600000,6
GDAX.BTC-USD,1,20230307,210900,22286.9300000,22289.9900000,22273.2300000,22289.9900000,8
GDAX.BTC-USD,1,20230307,211000,22290.2800000,22291.0900000,22280.6800000,22283.6500000,5
GDAX.BTC-USD,1,20230307,211100,22284.7000000,22290.6400000,22281.7800000,22285.1900000,5
GDAX.BTC-USD,1,20230307,211200,22285.1900000,22285.1900000,22274.9000000,22278.1700000,18
GDAX.BTC-USD,1,20230307,211300,22278.1600000,22279.8300000,22273.3000000,22278.8000000,4
GDAX.BTC-USD,1,20230307,211400,22278.8000000,22287.4600000,22274.0300000,22284.4000000,4
GDAX.BTC-USD,1,20230307,211500,22283.3000000,22296.4200000,22277.0300000,22295.2300000,4
GDAX.BTC-USD,1,20230307,211600,22295.2300000,22302.8400000,22285.6000000,22286.1700000,4
GDAX.BTC-USD,1,20230307,211700,22286.1600000,22291.4900000,22283.3300000,22289.5900000,3
GDAX.BTC-USD,1,20230307,211800,22289.5900000,22293.7600000,22278.6200000,22280.3600000,2
GDAX.BTC-USD,1,20230307,211900,22281.6200000,22290.5600000,22281.6200000,22289.3700000,3
GDAX.BTC-USD,1,20230307,212000,22289.5400000,22295.7700000,22289.5300000,22291.0200000,3
GDAX.BTC-USD,1,20230307,212100,22291.7400000,22292.1800000,22275.2500000,22277.1800000,6
GDAX.BTC-USD,1,20230307,212200,22277.0500000,22282.6400000,22271.6300000,22271.7600000,7
GDAX.BTC-USD,1,20230307,212300,22271.6400000,22271.6400000,22251.8900000,22255.5500000,16
GDAX.BTC-USD,1,20230307,212400,22255.3600000,22256.8200000,22236.3000000,22252.6300000,13
GDAX.BTC-USD,1,20230307,212500,22252.0200000,22252.0200000,22238.7500000,22244.7700000,5
GDAX.BTC-USD,1,20230307,212600,22243.3700000,22251.6100000,22236.3000000,22250.0100000,4
GDAX.BTC-USD,1,20230307,212700,22250.0100000,22268.0500000,22250.0100000,22262.8500000,5
GDAX.BTC-USD,1,20230307,212800,22262.7900000,22268.1700000,22258.5900000,22262.6700000,4
GDAX.BTC-USD,1,20230307,212900,22263.2300000,22268.0600000,22262.6700000,22267.4300000,3
GDAX.BTC-USD,1,20230307,213000,22267.4400000,22269.0900000,22261.5500000,22267.9500000,3
GDAX.BTC-USD,1,20230307,213100,22268.2400000,22278.1300000,22263.8900000,22278.1300000,6
GDAX.BTC-USD,1,20230307,213200,22278.1200000,22286.8200000,22277.9000000,22279.6000000,4
GDAX.BTC-USD,1,20230307,213300,22277.7200000,22277.7200000,22268.4100000,22271.3900000,2
GDAX.BTC-USD,1,20230307,213400,22271.3800000,22272.6100000,22255.0200000,22255.6700000,2
GDAX.BTC-USD,1,20230307,213500,22255.6700000,22255.6700000,22241.2400000,22252.3200000,4
GDAX.BTC-USD,1,20230307,213600,22252.0800000,22255.6100000,22241.7400000,22252.2000000,2
GDAX.BTC-USD,1,20230307,213700,22252.2000000,22255.0800000,22237.7000000,22252.7000000,5
GDAX.BTC-USD,1,20230307,213800,22252.9800000,22252.9800000,22246.4100000,22247.9800000,1
GDAX.BTC-USD,1,20230307,213900,22247.5300000,22247.5300000,22226.1100000,22230.2200000,3
GDAX.BTC-USD,1,20230307,214000,22230.1300000,22232.4200000,22225.0000000,22226.5000000,12
GDAX.BTC-USD,1,20230307,214100,22226.5000000,22228.5400000,22225.0000000,22226.4800000,1
GDAX.BTC-USD,1,20230307,214200,22226.4900000,22231.3100000,22216.3600000,22229.9400000,27
GDAX.BTC-USD,1,20230307,214300,22229.9300000,22229.9300000,22215.7100000,22219.6800000,3
GDAX.BTC-USD,1,20230307,214400,22219.6800000,22223.0400000,22203.4100000,22218.9700000,4
GDAX.BTC-USD,1,20230307,214500,22220.1000000,22220.1000000,22208.6700000,22210.8500000,3
GDAX.BTC-USD,1,20230307,214600,22210.8600000,22224.9000000,22209.8300000,22224.8900000,3
GDAX.BTC-USD,1,20230307,214700,22224.8800000,22232.2400000,22211.5400000,22211.5400000,4
GDAX.BTC-USD,1,20230307,214800,22211.5400000,22219.5000000,22209.8000000,22216.0600000,6
GDAX.BTC-USD,1,20230307,214900,22217.0700000,22218.0800000,22204.5900000,22205.0600000,4
GDAX.BTC-USD,1,20230307,215000,22205.0600000,22206.5400000,22162.5800000,22183.0100000,12
GDAX.BTC-USD,1,20230307,215100,22183.5000000,22195.2400000,22179.3100000,22189.6900000,4
GDAX.BTC-USD,1,20230307,215200,22189.6800000,22203.8300000,22186.3300000,22200.9000000,7
GDAX.BTC-USD,1,20230307,215300,22198.3400000,22212.3400000,22193.9300000,22199.5600000,5
GDAX.BTC-USD,1,20230307,215400,22199.3200000,22201.0400000,22185.0600000,22192.1400000,4
GDAX.BTC-USD,1,20230307,215500,22192.1800000,22192.1800000,22172.3200000,22178.0100000,3
GDAX.BTC-USD,1,20230307,215600,22178.0100000,22188.3900000,22173.4200000,22184.8000000,8
GDAX.BTC-USD,1,20230307,215700,22184.8100000,22185.4100000,22177.3500000,22184.8200000,2
GDAX.BTC-USD,1,20230307,215800,22184.8100000,22195.7700000,22180.6200000,22188.7100000,10
GDAX.BTC-USD,1,20230307,215900,22190.2600000,22207.3300000,22186.4200000,22205.3300000,6
GDAX.BTC-USD,1,20230307,220000,22205.3200000,22205.3300000,22196.1400000,22197.2400000,5
GDAX.BTC-USD,1,20230307,220100,22196.4900000,22206.5600000,22195.3100000,22201.5800000,4
GDAX.BTC-USD,1,20230307,220200,22201.5900000,22211.3100000,22200.4000000,22211.3100000,5
GDAX.BTC-USD,1,20230307,220300,22210.6300000,22212.6800000,22202.8400000,22210.0300000,2
GDAX.BTC-USD,1,20230307,220400,22210.0300000,22210.0300000,22188.6100000,22190.2000000,3
GDAX.BTC-USD,1,20230307,220500,22190.1900000,22190.2800000,22181.3800000,22188.7900000,11
GDAX.BTC-USD,1,20230307,220600,22190.2500000,22195.2600000,22188.8200000,22189.2700000,3
GDAX.BTC-USD,1,20230307,220700,22189.2800000,22200.6600000,22189.2700000,22199.7000000,18
GDAX.BTC-USD,1,20230307,220800,22199.7000000,22208.1000000,22197.2600000,22207.2900000,3
GDAX.BTC-USD,1,20230307,220900,22207.1100000,22210.7300000,22204.9400000,22210.7300000,3
GDAX.BTC-USD,1,20230307,221000,22210.7200000,22214.7300000,22208.5000000,22211.6400000,2
GDAX.BTC-USD,1,20230307,221100,22210.9600000,22218.3400000,22206.6600000,22218.1000000,3
GDAX.BTC-USD,1,20230307,221200,22218.1000000,22218.3300000,22206.1300000,22211.3200000,8
GDAX.BTC-USD,1,20230307,221300,22210.5100000,22225.7000000,22209.0500000,22225.6700000,10
GDAX.BTC-USD,1,20230307,221400,22225.6900000,22249.5800000,22225.2500000,22247.7500000,3
GDAX.BTC-USD,1,20230307,221500,22248.4800000,22249.4200000,22230.7900000,22232.7300000,7
GDAX.BTC-USD,1,20230307,221600,22232.7300000,22233.3700000,22218.3600000,22224.9500000,4
GDAX.BTC-USD,1,20230307,221700,22225.0600000,22234.6300000,22225.0500000,22232.8400000,2
GDAX.BTC-USD,1,20230307,221800,22233.7800000,22244.2000000,22233.7800000,22235.5300000,4
GDAX.BTC-USD,1,20230307,221900,22235.5300000,22237.4200000,22219.5300000,22222.5600000,7
GDAX.BTC-USD,1,20230307,222000,22223.2400000,22231.7200000,22220.6400000,22228.3800000,2
GDAX.BTC-USD,1,20230307,222100,22228.3700000,22241.8800000,22228.3700000,22234.7500000,3
GDAX.BTC-USD,1,20230307,222200,22234.7400000,22234.7400000,22219.2700000,22222.5000000,4
GDAX.BTC-USD,1,20230307,222300,22223.0600000,22227.5600000,22216.0800000,22216.0800000,4
GDAX.BTC-USD,1,20230307,222400,22216.0800000,22216.0800000,22200.8400000,22201.6900000,6
GDAX.BTC-USD,1,20230307,222500,22203.0900000,22206.4800000,22192.6300000,22197.6700000,2
GDAX.BTC-USD,1,20230307,222600,22197.6700000,22202.8500000,22182.8400000,22190.4400000,3
GDAX.BTC-USD,1,20230307,222700,22190.4500000,22204.5800000,22184.3700000,22202.5100000,11
GDAX.BTC-USD,1,20230307,222800,22203.0900000,22208.9300000,22196.1700000,22196.4000000,4
GDAX.BTC-USD,1,20230307,222900,22197.8000000,22205.2000000,22195.4400000,22204.8700000,2
GDAX.BTC-USD,1,20230307,223000,22205.1500000,22221.7700000,22203.5900000,22212.0000000,5
GDAX.BTC-USD,1,20230307,223100,22212.0000000,22219.9500000,22207.7600000,22219.0400000,3
GDAX.BTC-USD,1,20230307,223200,22219.0300000,22223.6400000,22209.2700000,22210.5600000,1
GDAX.BTC-USD,1,20230307,223300,22210.5600000,22211.8200000,22203.4000000,22206.8600000,2
GDAX.BTC-USD,1,20230307,223400,22206.3000000,22209.5100000,22200.0100000,22207.8700000,3
GDAX.BTC-USD,1,20230307,223500,22206.6000000,22209.7800000,22201.1700000,22206.3600000,3
GDAX.BTC-USD,1,20230307,223600,22206.3600000,22208.5800000,22200.3700000,22204.8400000,1
GDAX.BTC-USD,1,20230307,223700,22204.8300000,22212.2800000,22204.8300000,22211.2300000,2
GDAX.BTC-USD,1,20230307,223800,22211.2300000,22219.5000000,22211.2200000,22218.6400000,1
GDAX.BTC-USD,1,20230307,223900,22218.0100000,22218.6600000,22212.0200000,22215.8000000,1
GDAX.BTC-USD,1,20230307,224000,22215.9400000,22217.3400000,22206.0200000,22206.0300000,3
GDAX.BTC-USD,1,20230307,224100,22206.3200000,22210.5600000,22202.5500000,22210.5600000,5
GDAX.BTC-USD,1,20230307,224200,22212.6600000,22216.9800000,22209.0400000,22209.0700000,2
GDAX.BTC-USD,1,20230307,224300,22209.0400000,22210.1900000,22202.3000000,22202.3100000,5
GDAX.BTC-USD,1,20230307,224400,22202.3200000,22206.0600000,22194.9800000,22194.9800000,3
GDAX.BTC-USD,1,20230307,224500,22194.9900000,22197.8700000,22187.3300000,22190.8400000,2
GDAX.BTC-USD,1,20230307,224600,22190.8300000,22200.0700000,22187.4700000,22199.5000000,9
GDAX.BTC-USD,1,20230307,224700,22199.4900000,22209.3100000,22197.8400000,22198.7000000,9
GDAX.BTC-USD,1,20230307,224800,22198.6900000,22202.1100000,22191.2700000,22194.7700000,5
GDAX.BTC-USD,1,20230307,224900,22194.3100000,22199.5100000,22192.2500000,22198.9500000,3
GDAX.BTC-USD,1,20230307,225000,22198.9400000,22205.8300000,22197.8400000,22200.7900000,7
GDAX.BTC-USD,1,20230307,225100,22200.3300000,22204.4400000,22196.4600000,22199.6400000,4
GDAX.BTC-USD,1,20230307,225200,22199.6400000,22200.0900000,22197.3400000,22200.0900000,2
GDAX.BTC-USD,1,20230307,225300,22200.0900000,22208.8600000,22197.1600000,22205.5700000,2
GDAX.BTC-USD,1,20230307,225400,22206.0200000,22210.0000000,22203.7200000,22209.2200000,3
GDAX.BTC-USD,1,20230307,225500,22209.9900000,22212.5300000,22207.4400000,22211.6700000,3
GDAX.BTC-USD,1,20230307,225600,22211.6700000,22211.6700000,22197.9500000,22200.2000000,4
GDAX.BTC-USD,1,20230307,225700,22200.2000000,22211.9500000,22192.9200000,22203.1400000,6
GDAX.BTC-USD,1,20230307,225800,22203.1300000,22203.9600000,22061.6900000,22109.6000000,113
GDAX.BTC-USD,1,20230307,225900,22110.9600000,22135.8200000,22103.9600000,22127.3700000,43
GDAX.BTC-USD,1,20230307,230000,22127.3700000,22149.6800000,22124.1100000,22126.4900000,33
GDAX.BTC-USD,1,20230307,230100,22126.4500000,22135.0300000,22118.9800000,22135.0300000,14
GDAX.BTC-USD,1,20230307,230200,22134.9300000,22143.7400000,22095.9000000,22099.0600000,26
GDAX.BTC-USD,1,20230307,230300,22099.1100000,22113.7000000,22085.8800000,22095.6000000,19
GDAX.BTC-USD,1,20230307,230400,22096.2200000,22105.7100000,22086.3200000,22091.9000000,13
GDAX.BTC-USD,1,20230307,230500,22091.8900000,22091.8900000,22042.9300000,22059.0100000,8
GDAX.BTC-USD,1,20230307,230600,22059.0000000,22091.8500000,22056.8600000,22077.1700000,7
GDAX.BTC-USD,1,20230307,230700,22077.7400000,22088.4300000,22057.7700000,22065.5800000,11
GDAX.BTC-USD,1,20230307,230800,22065.5800000,22065.5800000,22025.0000000,22042.7800000,16
GDAX.BTC-USD,1,20230307,230900,22042.6200000,22045.1100000,22009.5500000,22012.9600000,30
GDAX.BTC-USD,1,20230307,231000,22013.0100000,22048.1600000,22013.0100000,22032.6500000,57
GDAX.BTC-USD,1,20230307,231100,22032.6500000,22034.9900000,21988.8800000,22013.7000000,20
GDAX.BTC-USD,1,20230307,231200,22013.3300000,22075.2400000,22006.7500000,22075.2100000,13
GDAX.BTC-USD,1,20230307,231300,22075.1700000,22088.5400000,22051.8900000,22063.1300000,17
GDAX.BTC-USD,1,20230307,231400,22062.2700000,22073.9500000,22053.8900000,22064.9100000,21
GDAX.BTC-USD,1,20230307,231500,22064.7000000,22073.2500000,22055.1600000,22070.0000000,8
GDAX.BTC-USD,1,20230307,231600,22069.9900000,22083.6200000,22069.9900000,22081.5800000,39
GDAX.BTC-USD,1,20230307,231700,22082.1000000,22107.5100000,22080.3200000,22092.0900000,15
GDAX.BTC-USD,1,20230307,231800,22093.5400000,22099.1200000,22082.2200000,22082.2200000,9
GDAX.BTC-USD,1,20230307,231900,22081.3200000,22096.4600000,22081.3200000,22095.1400000,5
GDAX.BTC-USD,1,20230307,232000,22095.1400000,22103.7500000,22090.3100000,22096.2200000,17
GDAX.BTC-USD,1,20230307,232100,22096.2100000,22097.0200000,22086.9700000,22094.9300000,8
GDAX.BTC-USD,1,20230307,232200,22095.0000000,22103.8100000,22072.5200000,22072.5300000,30
GDAX.BTC-USD,1,20230307,232300,22072.5200000,22072.5200000,22061.4600000,22064.2300000,7
GDAX.BTC-USD,1,20230307,232400,22064.2300000,22080.0000000,22062.4200000,22069.0500000,6
GDAX.BTC-USD,1,20230307,232500,22069.3900000,22079.9900000,22067.2000000,22072.0200000,5
GDAX.BTC-USD,1,20230307,232600,22072.0300000,22072.2500000,22041.1300000,22045.0100000,5
GDAX.BTC-USD,1,20230307,232700,22046.5000000,22051.7800000,22040.0100000,22045.1800000,6
GDAX.BTC-USD,1,20230307,232800,22045.2000000,22057.7200000,22038.3800000,22055.3300000,5
GDAX.BTC-USD,1,20230307,232900,22055.3300000,22070.9100000,22048.1900000,22048.7600000,19
GDAX.BTC-USD,1,20230307,233000,22048.2000000,22048.2000000,21999.9900000,22028.7500000,22
GDAX.BTC-USD,1,20230307,233100,22028.7500000,22053.4500000,22022.6700000,22053.4500000,7
GDAX.BTC-USD,1,20230307,233200,22053.4400000,22068.7900000,22049.3300000,22067.7000000,10
GDAX.BTC-USD,1,20230307,233300,22067.7000000,22082.8700000,22067.0600000,22073.6000000,25
GDAX.BTC-USD,1,20230307,233400,22073.6000000,22094.4500000,22073.6000000,22086.6000000,21
GDAX.BTC-USD,1,20230307,233500,22085.5400000,22107.3300000,22080.5400000,22100.2300000,29
GDAX.BTC-USD,1,20230307,233600,22100.2200000,22120.6200000,22096.8700000,22109.0100000,13
GDAX.BTC-USD,1,20230307,233700,22109.0000000,22116.4400000,22099.1900000,22114.2300000,5
GDAX.BTC-USD,1,20230307,233800,22111.8700000,22124.8500000,22110.5700000,22120.3700000,5
GDAX.BTC-USD,1,20230307,233900,22119.8100000,22124.5600000,22110.2100000,22113.1800000,6
GDAX.BTC-USD,1,20230307,234000,22113.1900000,22115.7200000,22102.4000000,22105.5300000,3
GDAX.BTC-USD,1,20230307,234100,22106.6900000,22120.3500000,22102.9700000,22119.5300000,11
GDAX.BTC-USD,1,20230307,234200,22119.5300000,22133.4700000,22110.7900000,22110.7900000,11
GDAX.BTC-USD,1,20230307,234300,22110.2500000,22122.3300000,22110.2500000,22118.0000000,3
GDAX.BTC-USD,1,20230307,234400,22118.0100000,22121.5600000,22110.8100000,22117.4900000,5
GDAX.BTC-USD,1,20230307,234500,22117.4800000,22118.0900000,22110.8200000,22110.8200000,4
GDAX.BTC-USD,1,20230307,234600,22110.8200000,22112.3200000,22105.4600000,22107.1900000,2
GDAX.BTC-USD,1,20230307,234700,22106.8700000,22107.8500000,22076.0400000,22089.4100000,8
GDAX.BTC-USD,1,20230307,234800,22089.4100000,22092.4900000,22080.4900000,22080.9100000,2
GDAX.BTC-USD,1,20230307,234900,22079.8500000,22082.5800000,22068.9600000,22071.1300000,3
GDAX.BTC-USD,1,20230307,235000,22071.1500000,22076.8800000,22068.6100000,22075.8800000,3
GDAX.BTC-USD,1,20230307,235100,22075.8800000,22082.1800000,22063.6600000,22074.9300000,13
GDAX.BTC-USD,1,20230307,235200,22075.7300000,22076.0400000,22063.1900000,22064.2500000,8
GDAX.BTC-USD,1,20230307,235300,22064.7300000,22064.7300000,22051.6000000,22057.1100000,3
GDAX.BTC-USD,1,20230307,235400,22061.0000000,22081.8200000,22059.3600000,22079.2400000,4
GDAX.BTC-USD,1,20230307,235500,22079.2300000,22085.2100000,22060.1600000,22062.6800000,2
GDAX.BTC-USD,1,20230307,235600,22062.6800000,22072.2100000,22054.6000000,22055.4900000,7
GDAX.BTC-USD,1,20230307,235700,22055.5000000,22060.6200000,22051.8300000,22051.8300000,2
GDAX.BTC-USD,1,20230307,235800,22054.1600000,22054.8200000,22040.6800000,22047.7300000,4
GDAX.BTC-USD,1,20230307,235900,22047.7300000,22060.8100000,22047.6400000,22055.1500000,7
GDAX.BTC-USD,1,20230308,000000,22055.1300000,22065.9100000,22048.8400000,22055.4600000,8
GDAX.BTC-USD,1,20230308,000100,22054.6400000,22061.9200000,22043.9800000,22061.1400000,9
GDAX.BTC-USD,1,20230308,000200,22061.1800000,22070.4900000,22061.1800000,22065.1800000,9
GDAX.BTC-USD,1,20230308,000300,22064.8100000,22066.2400000,22054.1400000,22058.5600000,19
GDAX.BTC-USD,1,20230308,000400,22060.6200000,22060.6300000,22053.7600000,22056.1100000,7
GDAX.BTC-USD,1,20230308,000500,22056.1100000,22071.7000000,22050.1300000,22070.8900000,12
GDAX.BTC-USD,1,20230308,000600,22072.0100000,22078.4600000,22065.7300000,22070.0000000,31
GDAX.BTC-USD,1,20230308,000700,22071.3000000,22071.3000000,22056.3400000,22058.2100000,13
GDAX.BTC-USD,1,20230308,000800,22057.7100000,22060.2300000,22053.7700000,22059.6600000,10
GDAX.BTC-USD,1,20230308,000900,22060.6700000,22064.6100000,22053.7100000,22059.3300000,7
GDAX.BTC-USD,1,20230308,001000,22059.8900000,22059.8900000,22042.9500000,22045.9000000,4
GDAX.BTC-USD,1,20230308,001100,22045.9000000,22047.0900000,22020.0100000,22024.9100000,10
GDAX.BTC-USD,1,20230308,001200,22022.6100000,22025.6700000,22013.6900000,22014.9300000,3
GDAX.BTC-USD,1,20230308,001300,22015.3900000,22019.5600000,22010.0000000,22019.5600000,8
GDAX.BTC-USD,1,20230308,001400,22020.8300000,22025.0000000,21944.4200000,22002.5600000,57
GDAX.BTC-USD,1,20230308,001500,22005.1600000,22006.4400000,21971.8400000,21990.8400000,24
GDAX.BTC-USD,1,20230308,001600,21990.8500000,22048.3600000,21975.2400000,22045.9200000,15
GDAX.BTC-USD,1,20230308,001700,22041.2400000,22048.4900000,22010.0200000,22023.8500000,23
GDAX.BTC-USD,1,20230308,001800,22023.5700000,22033.2700000,22021.7000000,22031.5400000,10
GDAX.BTC-USD,1,20230308,001900,22031.5400000,22033.2600000,22013.8900000,22020.2900000,7
GDAX.BTC-USD,1,20230308,002000,22022.9300000,22022.9300000,22008.5000000,22016.5600000,4
GDAX.BTC-USD,1,20230308,002100,22016.5500000,22031.4500000,22013.7100000,22014.7600000,13
GDAX.BTC-USD,1,20230308,002200,22018.1300000,22018.1300000,21989.2700000,21989.8300000,7
GDAX.BTC-USD,1,20230308,002300,21989.8300000,22003.6100000,21973.0000000,21973.0000000,9
GDAX.BTC-USD,1,20230308,002400,21971.6400000,21993.8300000,21971.6400000,21991.8600000,6
GDAX.BTC-USD,1,20230308,002500,21991.5000000,21991.8100000,21971.7600000,21976.0600000,6
GDAX.BTC-USD,1,20230308,002600,21976.0600000,21991.2600000,21974.3500000,21990.0000000,8
GDAX.BTC-USD,1,20230308,002700,21991.7900000,22014.6300000,21991.7900000,22011.1300000,3
GDAX.BTC-USD,1,20230308,002800,22010.6100000,22011.0900000,21999.2600000,22011.0900000,5
GDAX.BTC-USD,1,20230308,002900,22011.1600000,22020.0000000,22003.8700000,22011.9900000,8
GDAX.BTC-USD,1,20230308,003000,22012.4700000,22020.0000000,22008.0900000,22019.9900000,5
GDAX.BTC-USD,1,20230308,003100,22019.9300000,22040.1400000,22019.9300000,22035.1700000,7
GDAX.BTC-USD,1,20230308,003200,22036.4400000,22061.1400000,22036.4300000,22059.2900000,7
GDAX.BTC-USD,1,20230308,003300,22059.3000000,22059.3000000,22039.2700000,22050.7100000,11
GDAX.BTC-USD,1,20230308,003400,22052.0500000,22060.2800000,22051.1400000,22051.9000000,12
GDAX.BTC-USD,1,20230308,003500,22051.4100000,22055.1600000,22039.5900000,22043.0900000,15
GDAX.BTC-USD,1,20230308,003600,22048.0100000,22058.5600000,22038.5000000,22046.7500000,22
GDAX.BTC-USD,1,20230308,003700,22047.9800000,22059.2900000,22043.3900000,22045.9700000,21
GDAX.BTC-USD,1,20230308,003800,22045.9600000,22054.0500000,22039.5400000,22051.7900000,8
GDAX.BTC-USD,1,20230308,003900,22051.7900000,22054.1600000,22043.9300000,22053.8800000,6
GDAX.BTC-USD,1,20230308,004000,22054.0800000,22092.2700000,22051.9500000,22092.2700000,18
GDAX.BTC-USD,1,20230308,004100,22092.2500000,22097.2500000,22077.8900000,22086.0600000,13
GDAX.BTC-USD,1,20230308,004200,22086.0700000,22097.2400000,22077.6100000,22095.4700000,11
GDAX.BTC-USD,1,20230308,004300,22095.5900000,22106.5500000,22093.6900000,22101.7000000,15
GDAX.BTC-USD,1,20230308,004400,22105.4600000,22115.4900000,22099.4700000,22101.5500000,9
GDAX.BTC-USD,1,20230308,004500,22101.8100000,22110.0100000,22095.2700000,22103.3600000,18
GDAX.BTC-USD,1,20230308,004600,22103.3600000,22105.7500000,22084.1400000,22084.9500000,8
GDAX.BTC-USD,1,20230308,004700,22083.6100000,22105.9300000,22079.0800000,22095.1000000,6
GDAX.BTC-USD,1,20230308,004800,22095.1100000,22100.1700000,22077.6300000,22078.7700000,7
GDAX.BTC-USD,1,20230308,004900,22080.9700000,22086.8000000,22078.2000000,22085.4700000,4
GDAX.BTC-USD,1,20230308,005000,22085.4800000,22085.4800000,22054.2500000,22059.4000000,15
GDAX.BTC-USD,1,20230308,005100,22059.3900000,22070.1700000,22056.7000000,22069.7800000,8
GDAX.BTC-USD,1,20230308,005200,22069.7800000,22070.7100000,22053.0100000,22057.5900000,10
GDAX.BTC-USD,1,20230308,005300,22058.5500000,22061.1600000,22052.7800000,22061.1600000,4
GDAX.BTC-USD,1,20230308,005400,22061.1600000,22067.6400000,22058.6900000,22064.6700000,8
GDAX.BTC-USD,1,20230308,005500,22065.9300000,22070.5500000,22065.2900000,22070.4600000,4
GDAX.BTC-USD,1,20230308,005600,22070.4600000,22071.4100000,22059.7300000,22062.1300000,7
GDAX.BTC-USD,1,20230308,005700,22062.1200000,22068.1500000,22053.0600000,22057.8900000,13
GDAX.BTC-USD,1,20230308,005800,22057.8500000,22063.9500000,22057.8500000,22060.2300000,5
