<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.ETH-USD,1,20230309,070500,1540.0500000,1540.0600000,1539.6400000,1539.7000000,13
GDAX.ETH-USD,1,20230309,070600,1539.7000000,1539.9100000,1539.4600000,1539.4800000,32
GDAX.ETH-USD,1,20230309,070700,1539.4800000,1539.6100000,1538.8500000,1539.2800000,132
GDAX.ETH-USD,1,20230309,070800,1539.2300000,1539.6000000,1539.0900000,1539.5500000,45
GDAX.ETH-USD,1,20230309,070900,1539.5100000,1539.7700000,1539.2300000,1539.6900000,38
GDAX.ETH-USD,1,20230309,071000,1539.5900000,1539.6500000,1539.1400000,1539.2200000,35
GDAX.ETH-USD,1,20230309,071100,1539.2500000,1539.3300000,1539.1200000,1539.1900000,22
GDAX.ETH-USD,1,20230309,071200,1539.1900000,1539.3200000,1538.9800000,1539.2900000,20
GDAX.ETH-USD,1,20230309,071300,1539.2800000,1539.2800000,1538.5000000,1538.6100000,75
GDAX.ETH-USD,1,20230309,071400,1538.6800000,1538.9500000,1538.6800000,1538.8100000,25
GDAX.ETH-USD,1,20230309,071500,1538.8200000,1539.8800000,1538.8100000,1539.7600000,67
GDAX.ETH-USD,1,20230309,071600,1539.7300000,1539.7500000,1539.0400000,1539.1000000,34
GDAX.ETH-USD,1,20230309,071700,1539.1400000,1539.3700000,1538.7900000,1538.8700000,50
GDAX.ETH-USD,1,20230309,071800,1538.9700000,1539.0900000,1538.2900000,1538.6600000,58
GDAX.ETH-USD,1,20230309,071900,1538.6600000,1539.2500000,1538.6300000,1539.1700000,56
GDAX.ETH-USD,1,20230309,072000,1539.2000000,1539.2000000,1538.7200000,1538.8300000,19
GDAX.ETH-USD,1,20230309,072100,1538.9000000,1539.0600000,1538.5400000,1538.7400000,44
GDAX.ETH-USD,1,20230309,072200,1538.7400000,1539.1000000,1538.3100000,1539.1000000,75
GDAX.ETH-USD,1,20230309,072300,1539.1900000,1539.4400000,1539.1300000,1539.3900000,68
GDAX.ETH-USD,1,20230309,072400,1539.3700000,1539.3900000,1539.0300000,1539.0700000,18
GDAX.ETH-USD,1,20230309,072500,1539.0700000,1539.3100000,1538.6700000,1538.8200000,171
GDAX.ETH-USD,1,20230309,072600,1538.8100000,1539.1800000,1538.7300000,1539.1000000,25
GDAX.ETH-USD,1,20230309,072700,1539.1200000,1539.3500000,1538.8000000,1539.3500000,30
GDAX.ETH-USD,1,20230309,072800,1539.3400000,1539.3400000,1538.6600000,1538.6600000,69
GDAX.ETH-USD,1,20230309,072900,1538.7700000,1539.0800000,1538.5900000,1538.6500000,60
GDAX.ETH-USD,1,20230309,073000,1538.6500000,1538.6500000,1538.2500000,1538.6400000,38
GDAX.ETH-USD,1,20230309,073100,1538.6300000,1539.3500000,1538.4400000,1539.2600000,47
GDAX.ETH-USD,1,20230309,073200,1539.2600000,1539.6100000,1539.1600000,1539.1600000,11
GDAX.ETH-USD,1,20230309,073300,1539.2500000,1539.2500000,1538.7800000,1538.8900000,7
GDAX.ETH-USD,1,20230309,073400,1538.8400000,1539.0700000,1538.6000000,1538.7300000,14
GDAX.ETH-USD,1,20230309,073500,1538.8700000,1538.9300000,1538.6100000,1538.6600000,7
GDAX.ETH-USD,1,20230309,073600,1538.6400000,1538.8000000,1538.5300000,1538.7800000,17
GDAX.ETH-USD,1,20230309,073700,1538.7600000,1538.9300000,1538.5600000,1538.7100000,23
GDAX.ETH-USD,1,20230309,073800,1538.6900000,1539.4700000,1538.6300000,1539.1700000,16
GDAX.ETH-USD,1,20230309,073900,1539.2600000,1539.2600000,1538.9500000,1538.9900000,12
GDAX.ETH-USD,1,20230309,074000,1539.0100000,1539.0200000,1538.3900000,1538.3900000,43
GDAX.ETH-USD,1,20230309,074100,1538.4100000,1538.6700000,1538.3800000,1538.5000000,18
GDAX.ETH-USD,1,20230309,074200,1538.5200000,1538.5400000,1538.1900000,1538.4700000,79
GDAX.ETH-USD,1,20230309,074300,1538.5100000,1538.5100000,1537.8900000,1537.9800000,61
GDAX.ETH-USD,1,20230309,074400,1537.9900000,1538.3600000,1537.9000000,1538.1700000,23
GDAX.ETH-USD,1,20230309,074500,1538.2000000,1538.2200000,1537.4000000,1537.4500000,377
GDAX.ETH-USD,1,20230309,074600,1537.4500000,1537.5500000,1537.3400000,1537.4000000,16
GDAX.ETH-USD,1,20230309,074700,1537.4800000,1537.9900000,1537.3900000,1537.7400000,58
GDAX.ETH-USD,1,20230309,074800,1537.7500000,1537.8000000,1537.3200000,1537.4500000,21
GDAX.ETH-USD,1,20230309,074900,1537.4500000,1537.6100000,1537.2400000,1537.3600000,39
GDAX.ETH-USD,1,20230309,075000,1537.3900000,1537.7200000,1537.2800000,1537.7000000,12
GDAX.ETH-USD,1,20230309,075100,1537.6800000,1538.1100000,1537.6700000,1537.8900000,28
GDAX.ETH-USD,1,20230309,075200,1537.8900000,1537.9800000,1537.6000000,1537.8400000,23
GDAX.ETH-USD,1,20230309,075300,1537.8900000,1538.3500000,1537.7900000,1538.3500000,43
GDAX.ETH-USD,1,20230309,075400,1538.3600000,1538.6100000,1538.3400000,1538.6100000,12
GDAX.ETH-USD,1,20230309,075500,1538.6900000,1538.6900000,1538.2200000,1538.2600000,22
GDAX.ETH-USD,1,20230309,075600,1538.3200000,1538.6000000,1537.5100000,1538.0900000,17
GDAX.ETH-USD,1,20230309,075700,1538.0000000,1538.5700000,1537.8300000,1538.5200000,15
GDAX.ETH-USD,1,20230309,075800,1538.5600000,1538.5600000,1537.7900000,1538.3200000,33
GDAX.ETH-USD,1,20230309,075900,1538.2400000,1538.8000000,1538.0500000,1538.6300000,27
GDAX.ETH-USD,1,20230309,080000,1538.6800000,1538.7400000,1537.9200000,1538.1400000,38
GDAX.ETH-USD,1,20230309,080100,1538.1600000,1538.6100000,1538.0100000,1538.4700000,51
GDAX.ETH-USD,1,20230309,080200,1538.4700000,1538.5200000,1537.7200000,1538.1000000,47
GDAX.ETH-USD,1,20230309,080300,1538.1100000,1538.1500000,1537.6300000,1537.8600000,21
GDAX.ETH-USD,1,20230309,080400,1537.9100000,1538.2900000,1537.6600000,1538.0300000,41
GDAX.ETH-USD,1,20230309,080500,1538.0700000,1538.4700000,1538.0100000,1538.4100000,26
GDAX.ETH-USD,1,20230309,080600,1538.4300000,1539.0100000,1538.4300000,1538.8300000,67
GDAX.ETH-USD,1,20230309,080700,1538.7900000,1539.2200000,1538.6000000,1539.2200000,38
GDAX.ETH-USD,1,20230309,080800,1539.1600000,1539.6000000,1539.1600000,1539.4900000,36
GDAX.ETH-USD,1,20230309,080900,1539.4700000,1539.7900000,1539.3400000,1539.5300000,27
GDAX.ETH-USD,1,20230309,081000,1539.5800000,1539.9200000,1539.5300000,1539.7200000,42
GDAX.ETH-USD,1,20230309,081100,1539.7100000,1539.8700000,1539.5400000,1539.7400000,24
GDAX.ETH-USD,1,20230309,081200,1539.6600000,1539.8100000,1539.1500000,1539.2100000,29
GDAX.ETH-USD,1,20230309,081300,1539.1600000,1539.4100000,1539.0100000,1539.2500000,15
GDAX.ETH-USD,1,20230309,081400,1539.2400000,1539.3000000,1539.2000000,1539.2000000,8
GDAX.ETH-USD,1,20230309,081500,1539.2100000,1539.8600000,1539.1600000,1539.6900000,69
GDAX.ETH-USD,1,20230309,081600,1539.6900000,1539.7400000,1538.5100000,1538.5100000,78
GDAX.ETH-USD,1,20230309,081700,1538.5100000,1538.7300000,1538.5100000,1538.6400000,23
GDAX.ETH-USD,1,20230309,081800,1538.6500000,1538.7100000,1538.6300000,1538.6700000,14
GDAX.ETH-USD,1,20230309,081900,1538.6800000,1539.1000000,1537.8900000,1537.9100000,68
GDAX.ETH-USD,1,20230309,082000,1538.0500000,1538.2100000,1537.8000000,1538.1700000,13
GDAX.ETH-USD,1,20230309,082100,1538.1600000,1538.2200000,1537.9700000,1537.9700000,13
GDAX.ETH-USD,1,20230309,082200,1537.9700000,1538.2200000,1537.9700000,1538.0000000,17
GDAX.ETH-USD,1,20230309,082300,1538.0100000,1538.0900000,1537.9900000,1538.0000000,14
GDAX.ETH-USD,1,20230309,082400,1538.0000000,1538.2100000,1537.9900000,1538.0500000,37
GDAX.ETH-USD,1,20230309,082500,1538.0600000,1538.2200000,1537.7900000,1538.2200000,45
GDAX.ETH-USD,1,20230309,082600,1538.2300000,1538.2400000,1537.9400000,1538.0500000,13
GDAX.ETH-USD,1,20230309,082700,1538.0500000,1538.8700000,1538.0500000,1538.6900000,51
GDAX.ETH-USD,1,20230309,082800,1538.7200000,1538.8300000,1538.2900000,1538.3100000,15
GDAX.ETH-USD,1,20230309,082900,1538.2900000,1538.9300000,1538.2900000,1538.7800000,15
GDAX.ETH-USD,1,20230309,083000,1538.7800000,1539.5800000,1538.7800000,1539.4500000,67
GDAX.ETH-USD,1,20230309,083100,1539.4200000,1539.9700000,1539.3300000,1539.3600000,26
GDAX.ETH-USD,1,20230309,083200,1539.3600000,1539.4100000,1538.8400000,1538.8400000,29
GDAX.ETH-USD,1,20230309,083300,1538.8500000,1539.2100000,1538.7900000,1538.8400000,24
GDAX.ETH-USD,1,20230309,083400,1538.8500000,1539.1100000,1538.5100000,1538.7000000,50
GDAX.ETH-USD,1,20230309,083500,1538.7100000,1538.9600000,1538.5700000,1538.5700000,19
GDAX.ETH-USD,1,20230309,083600,1538.5800000,1538.9300000,1538.0100000,1538.0100000,53
GDAX.ETH-USD,1,20230309,083700,1538.0200000,1538.3900000,1537.7000000,1538.3600000,104
GDAX.ETH-USD,1,20230309,083800,1538.3700000,1539.0000000,1538.3100000,1538.3600000,56
GDAX.ETH-USD,1,20230309,083900,1538.3600000,1538.4700000,1537.9600000,1537.9900000,50
GDAX.ETH-USD,1,20230309,084000,1537.9100000,1538.0900000,1537.6200000,1537.7300000,25
GDAX.ETH-USD,1,20230309,084100,1537.7300000,1538.1800000,1537.6100000,1538.1200000,44
GDAX.ETH-USD,1,20230309,084200,1538.1800000,1538.1800000,1537.9100000,1537.9100000,16
GDAX.ETH-USD,1,20230309,084300,1537.9200000,1538.4800000,1537.6200000,1538.2700000,27
GDAX.ETH-USD,1,20230309,084400,1538.1400000,1538.5000000,1537.9500000,1537.9500000,17
GDAX.ETH-USD,1,20230309,084500,1537.9600000,1537.9600000,1537.7000000,1537.7800000,35
GDAX.ETH-USD,1,20230309,084600,1537.7900000,1537.9000000,1537.5000000,1537.6900000,31
GDAX.ETH-USD,1,20230309,084700,1537.8400000,1538.2000000,1537.7900000,1538.1600000,43
GDAX.ETH-USD,1,20230309,084800,1538.1600000,1538.5600000,1537.9700000,1537.9700000,22
GDAX.ETH-USD,1,20230309,084900,1538.1200000,1538.2700000,1537.9400000,1538.1300000,49
GDAX.ETH-USD,1,20230309,085000,1538.1300000,1538.7800000,1538.1300000,1538.5900000,39
GDAX.ETH-USD,1,20230309,085100,1538.5600000,1538.7300000,1538.4400000,1538.5800000,28
GDAX.ETH-USD,1,20230309,085200,1538.6500000,1538.8400000,1538.4600000,1538.6900000,38
GDAX.ETH-USD,1,20230309,085300,1538.6000000,1538.6900000,1538.3500000,1538.3500000,24
GDAX.ETH-USD,1,20230309,085400,1538.4400000,1538.4500000,1538.2600000,1538.4000000,13
GDAX.ETH-USD,1,20230309,085500,1538.3300000,1538.3600000,1537.4100000,1537.4600000,37
GDAX.ETH-USD,1,20230309,085600,1537.4500000,1538.0700000,1537.1900000,1537.9000000,60
GDAX.ETH-USD,1,20230309,085700,1537.9000000,1538.0700000,1537.7400000,1537.8400000,19
GDAX.ETH-USD,1,20230309,085800,1537.8400000,1537.8800000,1537.6800000,1537.6800000,19
GDAX.ETH-USD,1,20230309,085900,1537.6800000,1538.0300000,1536.9800000,1537.5900000,100
GDAX.ETH-USD,1,20230309,090000,1537.6300000,1537.9200000,1537.4800000,1537.6400000,12
GDAX.ETH-USD,1,20230309,090100,1537.5800000,1537.9000000,1537.3400000,1537.8400000,31
GDAX.ETH-USD,1,20230309,090200,1537.8900000,1538.4000000,1537.5200000,1537.5200000,20
GDAX.ETH-USD,1,20230309,090300,1537.5100000,1537.7000000,1537.3100000,1537.6500000,18
GDAX.ETH-USD,1,20230309,090400,1537.6700000,1537.6700000,1537.4100000,1537.4500000,29
GDAX.ETH-USD,1,20230309,090500,1537.4800000,1537.6400000,1537.0000000,1537.2900000,35
GDAX.ETH-USD,1,20230309,090600,1537.3600000,1537.3700000,1537.2600000,1537.2700000,22
GDAX.ETH-USD,1,20230309,090700,1537.2700000,1537.3600000,1537.1900000,1537.3300000,20
GDAX.ETH-USD,1,20230309,090800,1537.3300000,1537.5900000,1537.3300000,1537.4000000,24
GDAX.ETH-USD,1,20230309,090900,1537.4000000,1537.4800000,1537.2600000,1537.2600000,52
GDAX.ETH-USD,1,20230309,091000,1537.2800000,1537.3000000,1536.9300000,1537.1800000,47
GDAX.ETH-USD,1,20230309,091100,1537.1700000,1537.4300000,1537.1600000,1537.2600000,52
GDAX.ETH-USD,1,20230309,091200,1537.2600000,1537.9700000,1537.0100000,1537.9400000,116
GDAX.ETH-USD,1,20230309,091300,1537.9400000,1537.9400000,1537.6900000,1537.7200000,31
GDAX.ETH-USD,1,20230309,091400,1537.7100000,1537.7100000,1537.4300000,1537.5700000,31
GDAX.ETH-USD,1,20230309,091500,1537.6100000,1538.4800000,1537.6100000,1538.2400000,58
GDAX.ETH-USD,1,20230309,091600,1538.3100000,1538.4600000,1538.0400000,1538.2000000,73
GDAX.ETH-USD,1,20230309,091700,1538.1900000,1538.2900000,1537.9600000,1538.0100000,34
GDAX.ETH-USD,1,20230309,091800,1537.9700000,1538.2600000,1537.5000000,1537.9900000,147
GDAX.ETH-USD,1,20230309,091900,1537.9900000,1538.4900000,1537.9900000,1538.3600000,35
GDAX.ETH-USD,1,20230309,092000,1538.2700000,1538.4900000,1538.2700000,1538.4800000,9
GDAX.ETH-USD,1,20230309,092100,1538.4800000,1538.4900000,1537.9300000,1538.0800000,57
GDAX.ETH-USD,1,20230309,092200,1538.0100000,1538.7000000,1538.0100000,1538.6900000,17
GDAX.ETH-USD,1,20230309,092300,1538.7000000,1538.7900000,1538.5700000,1538.6300000,34
GDAX.ETH-USD,1,20230309,092400,1538.6300000,1538.7600000,1538.3100000,1538.3200000,42
GDAX.ETH-USD,1,20230309,092500,1538.3200000,1538.7100000,1538.3000000,1538.6600000,14
GDAX.ETH-USD,1,20230309,092600,1538.6600000,1538.7500000,1538.3500000,1538.6400000,16
GDAX.ETH-USD,1,20230309,092700,1538.6000000,1538.6400000,1538.3600000,1538.4000000,20
GDAX.ETH-USD,1,20230309,092800,1538.4000000,1538.9000000,1538.4000000,1538.7600000,18
GDAX.ETH-USD,1,20230309,092900,1538.6900000,1538.8200000,1538.5600000,1538.5700000,12
GDAX.ETH-USD,1,20230309,093000,1538.5600000,1538.5700000,1538.3600000,1538.3600000,22
GDAX.ETH-USD,1,20230309,093100,1538.3700000,1538.5600000,1538.2500000,1538.3700000,14
GDAX.ETH-USD,1,20230309,093200,1538.3800000,1538.5500000,1537.8500000,1537.8800000,18
GDAX.ETH-USD,1,20230309,093300,1537.8900000,1537.8900000,1536.8700000,1536.8700000,38
GDAX.ETH-USD,1,20230309,093400,1536.8900000,1537.3800000,1536.8700000,1537.2900000,15
GDAX.ETH-USD,1,20230309,093500,1537.2600000,1537.6000000,1535.9000000,1536.3400000,135
GDAX.ETH-USD,1,20230309,093600,1536.3600000,1536.6800000,1535.8900000,1536.2900000,134
GDAX.ETH-USD,1,20230309,093700,1536.2900000,1536.7900000,1536.1100000,1536.3700000,30
GDAX.ETH-USD,1,20230309,093800,1536.4800000,1537.1000000,1536.4800000,1537.1000000,20
GDAX.ETH-USD,1,20230309,093900,1537.1500000,1537.6400000,1536.9600000,1537.6100000,19
GDAX.ETH-USD,1,20230309,094000,1537.5600000,1537.8000000,1537.3200000,1537.8000000,17
GDAX.ETH-USD,1,20230309,094100,1537.7900000,1538.3000000,1537.6800000,1538.2900000,16
GDAX.ETH-USD,1,20230309,094200,1538.2900000,1538.4600000,1538.1400000,1538.4600000,35
GDAX.ETH-USD,1,20230309,094300,1538.4600000,1538.5000000,1538.2300000,1538.3400000,12
GDAX.ETH-USD,1,20230309,094400,1538.4200000,1538.7900000,1538.2600000,1538.5100000,13
GDAX.ETH-USD,1,20230309,094500,1538.5300000,1538.8900000,1538.5300000,1538.8800000,24
GDAX.ETH-USD,1,20230309,094600,1538.9000000,1538.9500000,1537.9600000,1537.9600000,60
GDAX.ETH-USD,1,20230309,094700,1537.9800000,1538.5800000,1537.9600000,1538.4800000,9
GDAX.ETH-USD,1,20230309,094800,1538.5100000,1539.0100000,1537.8800000,1537.9500000,60
GDAX.ETH-USD,1,20230309,094900,1537.9600000,1538.5900000,1537.9600000,1538.5900000,10
GDAX.ETH-USD,1,20230309,095000,1538.5800000,1538.8700000,1537.7000000,1537.7200000,86
GDAX.ETH-USD,1,20230309,095100,1537.6900000,1538.0200000,1537.5300000,1537.6700000,71
GDAX.ETH-USD,1,20230309,095200,1537.6700000,1538.0000000,1537.5300000,1537.9600000,38
GDAX.ETH-USD,1,20230309,095300,1537.9500000,1538.2800000,1537.8300000,1537.9300000,24
GDAX.ETH-USD,1,20230309,095400,1537.9100000,1537.9400000,1537.6700000,1537.7500000,20
GDAX.ETH-USD,1,20230309,095500,1537.7500000,1538.0100000,1537.7500000,1537.8300000,12
GDAX.ETH-USD,1,20230309,095600,1537.7600000,1538.4900000,1537.4400000,1538.2600000,226
GDAX.ETH-USD,1,20230309,095700,1538.2600000,1539.5800000,1538.2600000,1539.2800000,102
GDAX.ETH-USD,1,20230309,095800,1539.3200000,1541.2000000,1539.3200000,1540.5100000,109
GDAX.ETH-USD,1,20230309,095900,1540.4900000,1541.2600000,1540.3900000,1541.1600000,59
GDAX.ETH-USD,1,20230309,100000,1541.1500000,1541.3000000,1540.5100000,1540.8200000,81
GDAX.ETH-USD,1,20230309,100100,1540.7900000,1540.8300000,1540.2000000,1540.3900000,48
GDAX.ETH-USD,1,20230309,100200,1540.3900000,1540.4400000,1540.0000000,1540.0700000,37
GDAX.ETH-USD,1,20230309,100300,1540.1200000,1540.1800000,1539.3700000,1539.8100000,55
GDAX.ETH-USD,1,20230309,100400,1539.7100000,1540.2300000,1539.7000000,1540.1400000,22
GDAX.ETH-USD,1,20230309,100500,1540.0100000,1540.3500000,1539.4600000,1540.0600000,128
GDAX.ETH-USD,1,20230309,100600,1540.0600000,1540.1400000,1539.8100000,1539.9300000,24
GDAX.ETH-USD,1,20230309,100700,1539.9600000,1540.2000000,1539.6600000,1539.9300000,35
GDAX.ETH-USD,1,20230309,100800,1540.1000000,1540.5000000,1539.9900000,1540.3900000,30
GDAX.ETH-USD,1,20230309,100900,1540.3900000,1540.5300000,1539.3100000,1539.3100000,35
GDAX.ETH-USD,1,20230309,101000,1539.3100000,1539.4400000,1538.8200000,1539.0700000,21
GDAX.ETH-USD,1,20230309,101100,1539.0400000,1539.4000000,1538.8800000,1539.0900000,55
GDAX.ETH-USD,1,20230309,101200,1539.2100000,1539.4300000,1538.9000000,1539.1200000,20
GDAX.ETH-USD,1,20230309,101300,1539.1100000,1539.1100000,1538.8000000,1538.8500000,19
GDAX.ETH-USD,1,20230309,101400,1538.9800000,1539.3200000,1538.9100000,1539.2200000,13
GDAX.ETH-USD,1,20230309,101500,1539.2100000,1539.4000000,1539.1400000,1539.3100000,10
GDAX.ETH-USD,1,20230309,101600,1539.3100000,1539.3400000,1538.8800000,1538.8800000,29
GDAX.ETH-USD,1,20230309,101700,1538.8800000,1539.2000000,1538.7400000,1539.0300000,15
GDAX.ETH-USD,1,20230309,101800,1539.0400000,1539.8100000,1538.9300000,1539.0100000,51
GDAX.ETH-USD,1,20230309,101900,1538.9500000,1539.0100000,1537.9800000,1538.5400000,98
GDAX.ETH-USD,1,20230309,102000,1538.5800000,1539.0000000,1538.5300000,1538.6600000,81
GDAX.ETH-USD,1,20230309,102100,1538.6600000,1539.1700000,1538.5700000,1539.1100000,10
GDAX.ETH-USD,1,20230309,102200,1539.1600000,1539.3000000,1538.8200000,1538.8900000,18
GDAX.ETH-USD,1,20230309,102300,1538.8900000,1538.9400000,1538.4000000,1538.5000000,20
GDAX.ETH-USD,1,20230309,102400,1538.5000000,1538.6100000,1538.3300000,1538.4700000,26
GDAX.ETH-USD,1,20230309,102500,1538.4600000,1539.7000000,1538.4500000,1539.4400000,237
GDAX.ETH-USD,1,20230309,102600,1539.0800000,1539.5500000,1538.9200000,1539.4600000,72
GDAX.ETH-USD,1,20230309,102700,1539.4600000,1539.9900000,1539.4600000,1539.8300000,40
GDAX.ETH-USD,1,20230309,102800,1539.8200000,1539.9700000,1539.3100000,1539.3100000,39
GDAX.ETH-USD,1,20230309,102900,1539.3000000,1539.3000000,1538.5100000,1538.5800000,34
GDAX.ETH-USD,1,20230309,103000,1538.5800000,1538.9000000,1538.4600000,1538.9000000,16
GDAX.ETH-USD,1,20230309,103100,1538.8900000,1539.1000000,1538.7200000,1539.0900000,23
GDAX.ETH-USD,1,20230309,103200,1539.0800000,1539.1300000,1538.8300000,1539.0100000,18
GDAX.ETH-USD,1,20230309,103300,1539.0500000,1539.7500000,1539.0100000,1539.6800000,22
GDAX.ETH-USD,1,20230309,103400,1539.6900000,1540.0800000,1539.6600000,1539.9700000,20
GDAX.ETH-USD,1,20230309,103500,1539.9900000,1540.3500000,1539.5800000,1539.6500000,71
GDAX.ETH-USD,1,20230309,103600,1539.5800000,1539.6200000,1539.3600000,1539.3600000,20
GDAX.ETH-USD,1,20230309,103700,1539.3600000,1539.4900000,1538.9300000,1538.9300000,86
GDAX.ETH-USD,1,20230309,103800,1538.9300000,1538.9700000,1537.2900000,1537.7500000,65
GDAX.ETH-USD,1,20230309,103900,1537.7400000,1538.4100000,1537.7000000,1537.7500000,137
GDAX.ETH-USD,1,20230309,104000,1537.7400000,1538.2600000,1537.7400000,1538.0900000,47
GDAX.ETH-USD,1,20230309,104100,1538.0700000,1538.1700000,1537.6200000,1537.7300000,55
GDAX.ETH-USD,1,20230309,104200,1537.6600000,1537.6900000,1536.9000000,1537.3100000,34
GDAX.ETH-USD,1,20230309,104300,1537.2700000,1537.8500000,1537.2700000,1537.6200000,38
GDAX.ETH-USD,1,20230309,104400,1537.6100000,1537.9700000,1537.3600000,1537.5800000,87
GDAX.ETH-USD,1,20230309,104500,1537.6700000,1537.8700000,1537.4000000,1537.6200000,51
GDAX.ETH-USD,1,20230309,104600,1537.5800000,1537.6100000,1537.0100000,1537.1100000,58
GDAX.ETH-USD,1,20230309,104700,1537.1000000,1538.0900000,1537.1000000,1538.0900000,47
GDAX.ETH-USD,1,20230309,104800,1538.0900000,1538.7600000,1538.0200000,1538.7600000,26
GDAX.ETH-USD,1,20230309,104900,1538.7600000,1538.7600000,1537.9400000,1538.1900000,71
GDAX.ETH-USD,1,20230309,105000,1538.1900000,1538.5100000,1537.8800000,1538.0800000,146
GDAX.ETH-USD,1,20230309,105100,1538.1400000,1538.2800000,1537.6400000,1537.8800000,18
GDAX.ETH-USD,1,20230309,105200,1537.8800000,1537.8900000,1537.0300000,1537.0300000,25
GDAX.ETH-USD,1,20230309,105300,1537.0500000,1537.2500000,1536.6900000,1536.6900000,31
GDAX.ETH-USD,1,20230309,105400,1536.6100000,1536.7700000,1535.9000000,1536.6700000,130
GDAX.ETH-USD,1,20230309,105500,1536.6600000,1536.9400000,1536.1000000,1536.7500000,116
GDAX.ETH-USD,1,20230309,105600,1536.8200000,1537.1800000,1536.1000000,1536.4700000,63
GDAX.ETH-USD,1,20230309,105700,1536.4700000,1536.8800000,1536.1800000,1536.3500000,65
GDAX.ETH-USD,1,20230309,105800,1536.4500000,1536.4500000,1535.8500000,1536.1100000,84
GDAX.ETH-USD,1,20230309,105900,1536.1100000,1536.2900000,1536.0100000,1536.2100000,40
GDAX.ETH-USD,1,20230309,110000,1536.2100000,1536.6200000,1536.2000000,1536.6200000,29
GDAX.ETH-USD,1,20230309,110100,1536.6800000,1536.7800000,1535.3300000,1535.4000000,100
GDAX.ETH-USD,1,20230309,110200,1535.4000000,1535.8000000,1534.7900000,1535.5400000,215
GDAX.ETH-USD,1,20230309,110300,1535.5300000,1535.5700000,1534.2600000,1535.5700000,140
GDAX.ETH-USD,1,20230309,110400,1535.5700000,1536.6600000,1534.7800000,1535.0800000,218
GDAX.ETH-USD,1,20230309,110500,1535.1100000,1536.0700000,1534.9800000,1536.0300000,172
GDAX.ETH-USD,1,20230309,110600,1535.8800000,1536.5100000,1535.3600000,1535.5900000,98
GDAX.ETH-USD,1,20230309,110700,1535.6200000,1536.1000000,1535.2700000,1535.4500000,88
GDAX.ETH-USD,1,20230309,110800,1535.5000000,1538.5900000,1534.8900000,1537.9000000,535
GDAX.ETH-USD,1,20230309,110900,1537.9000000,1538.1000000,1537.3100000,1538.1000000,178
GDAX.ETH-USD,1,20230309,111000,1538.0900000,1538.2000000,1537.1800000,1537.3800000,91
GDAX.ETH-USD,1,20230309,111100,1537.3400000,1537.6300000,1537.3000000,1537.6300000,29
GDAX.ETH-USD,1,20230309,111200,1537.6300000,1537.9900000,1537.6200000,1537.9300000,79
GDAX.ETH-USD,1,20230309,111300,1537.9300000,1538.2000000,1537.2400000,1537.2400000,58
GDAX.ETH-USD,1,20230309,111400,1537.2400000,1537.6300000,1537.1000000,1537.1000000,35
GDAX.ETH-USD,1,20230309,111500,1537.1100000,1537.6800000,1536.7300000,1536.7300000,118
GDAX.ETH-USD,1,20230309,111600,1536.7400000,1537.5100000,1536.3600000,1537.5100000,105
GDAX.ETH-USD,1,20230309,111700,1537.5100000,1537.6000000,1536.6000000,1537.3000000,63
GDAX.ETH-USD,1,20230309,111800,1537.2900000,1537.4000000,1537.1300000,1537.1400000,36
GDAX.ETH-USD,1,20230309,111900,1537.1300000,1537.1400000,1536.0000000,1536.1000000,87
GDAX.ETH-USD,1,20230309,112000,1536.1000000,1536.1200000,1535.5300000,1535.6500000,108
GDAX.ETH-USD,1,20230309,112100,1535.7100000,1535.7200000,1534.5900000,1535.4700000,131
GDAX.ETH-USD,1,20230309,112200,1535.5100000,1536.1400000,1535.1100000,1535.1100000,138
GDAX.ETH-USD,1,20230309,112300,1535.1100000,1535.2400000,1535.0000000,1535.0000000,44
GDAX.ETH-USD,1,20230309,112400,1535.0100000,1535.3900000,1534.5300000,1534.5400000,226
GDAX.ETH-USD,1,20230309,112500,1534.5400000,1534.6800000,1534.0000000,1534.0000000,126
GDAX.ETH-USD,1,20230309,112600,1534.0000000,1534.5000000,1533.7000000,1534.0000000,121
GDAX.ETH-USD,1,20230309,112700,1534.0100000,1535.2900000,1534.0100000,1534.4700000,325
GDAX.ETH-USD,1,20230309,112800,1534.4700000,1535.0900000,1534.4100000,1534.4100000,179
GDAX.ETH-USD,1,20230309,112900,1534.4000000,1534.4000000,1533.8200000,1533.8600000,136
GDAX.ETH-USD,1,20230309,113000,1533.8600000,1533.8600000,1533.5600000,1533.8000000,89
GDAX.ETH-USD,1,20230309,113100,1533.6700000,1533.8500000,1533.0000000,1533.1400000,234
GDAX.ETH-USD,1,20230309,113200,1533.1100000,1533.6800000,1533.1100000,1533.6700000,58
GDAX.ETH-USD,1,20230309,113300,1533.6700000,1535.1000000,1533.6700000,1534.9400000,219
GDAX.ETH-USD,1,20230309,113400,1534.8800000,1534.8800000,1533.8600000,1534.0300000,202
GDAX.ETH-USD,1,20230309,113500,1534.1100000,1534.9700000,1534.1000000,1534.6200000,65
GDAX.ETH-USD,1,20230309,113600,1534.6200000,1535.1100000,1534.4000000,1535.0600000,28
GDAX.ETH-USD,1,20230309,113700,1534.9200000,1535.0700000,1534.5000000,1534.7000000,67
